design_id,paper_id,task_family,task_name,label_semantics,class_cardinality,class_type,dataset_ids,scheme_ids,training_description,validation_description,test_description,split_design_primary,split_design_secondary,split_unit,split_grouping,eligibility_status,exclusion_reason,evidence_ids
DES0513,P46427,semantic_inference,ISCX-VPN traffic classification,application/service and VPN status class,17,multiclass,DS-ISCX-VPN-2016,SCH0373,The paper divides each class 80%/20% into training and test data; temporal construction is unreported.,No separate validation/model-selection allocation is reported.,The paper divides each class 80%/20% into training and test data; temporal construction is unreported.,official_or_fixed_partition_time_unknown,,flow,unknown,eligible,,EVD2175
DES0514,P46427,other_eligible_fixed_labels,USTC-TFC traffic-family classification,benign application or malware-family identity,20,multiclass,DS-USTC-TFC-2016,SCH0369,The appendix reports learned multiclass results on USTC-TFC but does not specify its train/test construction.,No separate validation/model-selection allocation is reported.,The appendix reports learned multiclass results on USTC-TFC but does not specify its train/test construction.,protocol_not_reported,,flow,unknown,eligible,,EVD2176
DES0515,P46427,semantic_inference,Cross-Platform app classification,mobile application identity,411,multiclass,DS-CROSS-PLATFORM-2017,SCH0370,"The appendix reports learned multiclass results on Cross-Platform after treating consecutive packets as a flow, but does not locate a train/test split.",No separate validation/model-selection allocation is reported.,"The appendix reports learned multiclass results on Cross-Platform after treating consecutive packets as a flow, but does not locate a train/test split.",protocol_not_reported,,flow,unknown,eligible,,EVD2177
DES0516,P46522,semantic_inference,CF500 to AWF100 closed-world adaptation,AWF website identity,100,multiclass,DS-AWF-2017 | DS-P46522-CF-2022-2023,SCH0376 | SCH0379,"The feature extractor is pretrained on CF500; a labelled target support set of N={1,5,10,15,20} traces per website trains the linear classifier and 20 separate target traces per website form the query test set.",No separate validation/model-selection allocation is reported.,"The feature extractor is pretrained on CF500; a labelled target support set of N={1,5,10,15,20} traces per website trains the linear classifier and 20 separate target traces per website form the query test set.",condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2178
DES0517,P46522,semantic_inference,CF500 to DF95 closed-world adaptation,DF website identity,95,multiclass,DS-DF-2017 | DS-P46522-CF-2022-2023,SCH0384 | SCH0385,"The feature extractor is pretrained on CF500; a labelled target support set of N={1,5,10,15,20} traces per website trains the linear classifier and 20 separate target traces per website form the query test set.",No separate validation/model-selection allocation is reported.,"The feature extractor is pretrained on CF500; a labelled target support set of N={1,5,10,15,20} traces per website trains the linear classifier and 20 separate target traces per website form the query test set.",condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2179
DES0518,P46522,semantic_inference,CF500 to Wang100 closed-world adaptation,Wang website identity,100,multiclass,DS-P46522-CF-2022-2023 | DS-WANG-WF-2014,SCH0378 | SCH0383,"The feature extractor is pretrained on CF500; a labelled target support set of N={1,5,10,15,20} traces per website trains the linear classifier and 20 separate target traces per website form the query test set.",No separate validation/model-selection allocation is reported.,"The feature extractor is pretrained on CF500; a labelled target support set of N={1,5,10,15,20} traces per website trains the linear classifier and 20 separate target traces per website form the query test set.",condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2180
DES0519,P46522,semantic_inference,AWF775 to AWF100 same-distribution adaptation,AWF website identity,100,multiclass,DS-AWF-2017,SCH0379,AWF775 pretrains the feature extractor and the mutually exclusive AWF100 websites provide labelled few-shot support and query traces.,No separate validation/model-selection allocation is reported.,AWF775 pretrains the feature extractor and the mutually exclusive AWF100 websites provide labelled few-shot support and query traces.,condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2181
DES0520,P46522,semantic_inference,CF-to-AWF open-world adaptation,AWF monitored website identity with unmonitored background,100,multiclass,DS-AWF-2017 | DS-P46522-CF-2022-2023,SCH0381 | SCH0382,"CF500/CF9000 supply pretraining, while labelled target support traces and target unmonitored background construct the open-world classifier; query traces are tested over N-shot settings.",No separate validation/model-selection allocation is reported.,"CF500/CF9000 supply pretraining, while labelled target support traces and target unmonitored background construct the open-world classifier; query traces are tested over N-shot settings.",condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2182
DES0521,P46522,semantic_inference,CF-to-DF open-world adaptation,DF monitored website identity with unmonitored background,95,multiclass,DS-DF-2017 | DS-P46522-CF-2022-2023,SCH0375 | SCH0377,"CF500/CF9000 supply pretraining, while labelled target support traces and target unmonitored background construct the open-world classifier; query traces are tested over N-shot settings.",No separate validation/model-selection allocation is reported.,"CF500/CF9000 supply pretraining, while labelled target support traces and target unmonitored background construct the open-world classifier; query traces are tested over N-shot settings.",condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2183
DES0522,P46522,semantic_inference,CF-to-WTF-PAD-DF open-world adaptation,DF monitored website identity under WTF-PAD with unmonitored background,95,multiclass,DS-DF-2017 | DS-P46522-CF-2022-2023,SCH0374 | SCH0380,"CF500/CF9000 supply pretraining, while labelled target support traces and target unmonitored background construct the open-world classifier; query traces are tested over N-shot settings. Target traces are additionally transformed by WTF-PAD.",No separate validation/model-selection allocation is reported.,"CF500/CF9000 supply pretraining, while labelled target support traces and target unmonitored background construct the open-world classifier; query traces are tested over N-shot settings. Target traces are additionally transformed by WTF-PAD.",condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2184
DES0523,P46578,security_state_classification,NF-ToN-IoT-V2 attack-type classification,benign plus attack type,10,multiclass,DS-TON-IOT,SCH0387,Seventy percent of the sampled flow-derived graph edges.,Validation or model-selection portion as reported by the paper.,Thirty percent of the same sampled graph population.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2185
DES0524,P46578,security_state_classification,NF-CSE-CIC-IDS2018-V2 attack-type classification,benign plus attack type,7,multiclass,DS-CSE-CIC-IDS-2018,SCH0386,Seventy percent of the sampled flow-derived graph edges.,Validation or model-selection portion as reported by the paper.,Thirty percent of the same sampled graph population.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2186
DES0525,P47085,other_eligible_fixed_labels,Supervised USTC-TFC2016 fine-grained classification,application/service or attack type,20,multiclass,DS-USTC-TFC-2016,SCH0398,Training portion used for Supervised USTC-TFC2016 fine-grained classification.,Validation/model selection is not separately described.,Test portion used for Supervised USTC-TFC2016 fine-grained classification.,protocol_not_reported,,flow,unknown,eligible,,EVD2187
DES0526,P47085,other_eligible_fixed_labels,Supervised ISCXTor2016 fine-grained classification,application/service or attack type,8,multiclass,DS-ISCX-TOR-2016,SCH0397,Training portion used for Supervised ISCXTor2016 fine-grained classification.,Validation/model selection is not separately described.,Test portion used for Supervised ISCXTor2016 fine-grained classification.,protocol_not_reported,,flow,unknown,eligible,,EVD2188
DES0527,P47085,other_eligible_fixed_labels,Supervised IDS2017/2018 selected IDS view fine-grained classification,application/service or attack type,8,multiclass,DS-CIC-IDS-2017,SCH0392,Training portion used for Supervised IDS2017/2018 selected IDS view fine-grained classification.,Validation/model selection is not separately described.,Test portion used for Supervised IDS2017/2018 selected IDS view fine-grained classification.,protocol_not_reported,,flow,unknown,eligible,,EVD2189
DES0528,P47085,other_eligible_fixed_labels,Supervised CrossNet2021 fine-grained classification,application/service or attack type,20,multiclass,DS-CROSSNET-2021,SCH0394,Training portion used for Supervised CrossNet2021 fine-grained classification.,Validation/model selection is not separately described.,Test portion used for Supervised CrossNet2021 fine-grained classification.,protocol_not_reported,,flow,unknown,eligible,,EVD2190
DES0529,P47085,semantic_inference,Class-incremental USTC-TFC2016 classification,known and newly discovered traffic class,20,multiclass,DS-USTC-TFC-2016,SCH0396,Training portion used for Class-incremental USTC-TFC2016 classification.,Validation/model selection is not separately described.,Test portion used for Class-incremental USTC-TFC2016 classification.,protocol_not_reported,,flow,unknown,eligible,,EVD2191
DES0530,P47085,semantic_inference,Class-incremental ISCXTor2016 classification,known and newly discovered traffic class,8,multiclass,DS-ISCX-TOR-2016,SCH0388,Training portion used for Class-incremental ISCXTor2016 classification.,Validation/model selection is not separately described.,Test portion used for Class-incremental ISCXTor2016 classification.,protocol_not_reported,,flow,unknown,eligible,,EVD2192
DES0531,P47085,semantic_inference,Class-incremental IDS2017/2018 selected IDS view classification,known and newly discovered traffic class,8,multiclass,DS-CIC-IDS-2017,SCH0389,Training portion used for Class-incremental IDS2017/2018 selected IDS view classification.,Validation/model selection is not separately described.,Test portion used for Class-incremental IDS2017/2018 selected IDS view classification.,protocol_not_reported,,flow,unknown,eligible,,EVD2193
