rq1_scheme_decision_id,scheme_id,paper_id,dataset_id,dimension,outcome,condition_pair,complete_class_count,common_pair_class_count,complete_scheme_verified,stable_semantics_verified,condition_membership_recoverable,fresh_parent_traffic_both_values,evidence_ids,decision_basis,confidence
R1S1155,SCH0428,P48305,DS-YOURTHINGS-2019,temporal,not_documented,,45,,yes,unknown,unknown,unknown,EVD1136,"The 11-day interval is public as daily archives, but per-device common day-pair coverage has not been verified.",medium
R1S1156,SCH0429,P48305,DS-MONIOT-2019,client,documented_no_support,,21,,yes,unknown,unknown,unknown,EVD2232,Device make/model is the target; regional specimens are replication.,high
R1S1157,SCH0429,P48305,DS-MONIOT-2019,network,supported,US laboratory vs UK laboratory,21,21,yes,yes,yes,yes,EVD0902,All 21 retained classes occur in both lab captures; inference is limited to the US-lab/UK-lab composite.,high
R1S1158,SCH0429,P48305,DS-MONIOT-2019,temporal,not_documented,,21,,yes,unknown,unknown,unknown,EVD0904,Both site captures are only dated early 2019; no independently separated temporal pair is established.,medium
R1S1159,SCH0430,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,client,documented_no_support,,4,,yes,unknown,unknown,unknown,EVD1089,Device identity is the target label; orthogonal OS/firmware/client-stack variation is not reported.,high
R1S1160,SCH0430,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,network,documented_no_support,,4,0,yes,unknown,unknown,unknown,EVD1090,The documented version contains only the named single condition for this label view.,high
R1S1161,SCH0430,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,temporal,not_documented,,4,,yes,unknown,unknown,unknown,EVD1089,"An 11-day interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1162,SCH0431,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,client,documented_no_support,,5,,yes,unknown,unknown,unknown,EVD1089,Device identity is the target label; orthogonal OS/firmware/client-stack variation is not reported.,high
R1S1163,SCH0431,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,network,documented_no_support,,5,0,yes,unknown,unknown,unknown,EVD1090,The documented version contains only the named single condition for this label view.,high
R1S1164,SCH0431,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,temporal,not_documented,,5,,yes,unknown,unknown,unknown,EVD1089,"An 11-day interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1165,SCH0432,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,client,documented_no_support,,7,,yes,unknown,unknown,unknown,EVD1089,Device identity is the target label; orthogonal OS/firmware/client-stack variation is not reported.,high
R1S1166,SCH0432,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,network,documented_no_support,,7,0,yes,unknown,unknown,unknown,EVD1090,The documented version contains only the named single condition for this label view.,high
R1S1167,SCH0432,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,temporal,not_documented,,7,,yes,unknown,unknown,unknown,EVD1089,"An 11-day interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1168,SCH0433,P48305,DS-YOURTHINGS-2019,client,documented_no_support,,13,,yes,unknown,unknown,unknown,EVD1136,Device identity is the target class; orthogonal firmware/OS variation is not documented.,high
R1S1169,SCH0433,P48305,DS-YOURTHINGS-2019,network,documented_no_support,,13,0,yes,unknown,unknown,unknown,EVD1137,The documented version contains only the named single condition for this label view.,high
R1S1170,SCH0433,P48305,DS-YOURTHINGS-2019,temporal,not_documented,,13,,yes,unknown,unknown,unknown,EVD1136,"The 11-day interval is public as daily archives, but per-device common day-pair coverage has not been verified.",medium
R1S1171,SCH0434,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,client,documented_no_support,,15,,yes,unknown,unknown,unknown,EVD1087,"Device make/model is the target class. Multiple instances of a model are replication, not an orthogonal client-platform contrast; OS/firmware variation is unreported.",high
R1S1172,SCH0434,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,network,documented_no_support,,15,0,yes,unknown,unknown,unknown,EVD1088,The documented version contains only the named single condition for this label view.,high
R1S1173,SCH0434,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,temporal,not_documented,,15,,yes,unknown,unknown,unknown,EVD1087,"A 12-day continuous interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1174,SCH0435,P48305,DS-YOURTHINGS-2019,client,documented_no_support,,5,,yes,unknown,unknown,unknown,EVD1136,Device identity is the target class; orthogonal firmware/OS variation is not documented.,high
R1S1175,SCH0435,P48305,DS-YOURTHINGS-2019,network,documented_no_support,,5,0,yes,unknown,unknown,unknown,EVD1137,The documented version contains only the named single condition for this label view.,high
R1S1176,SCH0435,P48305,DS-YOURTHINGS-2019,temporal,not_documented,,5,,yes,unknown,unknown,unknown,EVD1136,"The 11-day interval is public as daily archives, but per-device common day-pair coverage has not been verified.",medium
R1S1177,SCH0436,P48305,DS-MONIOT-2019,client,documented_no_support,,13,,yes,unknown,unknown,unknown,EVD2243 | EVD2258 | EVD2259 | EVD2260,Device make/model is the target; regional specimens are replication.,high
R1S1178,SCH0436,P48305,DS-MONIOT-2019,network,not_documented,US laboratory vs UK laboratory,13,21,yes,unknown,unknown,unknown,EVD0902,All 21 retained classes occur in both lab captures; inference is limited to the US-lab/UK-lab composite.,high
R1S1179,SCH0436,P48305,DS-MONIOT-2019,temporal,not_documented,,13,,yes,unknown,unknown,unknown,EVD0904,Both site captures are only dated early 2019; no independently separated temporal pair is established.,medium
R1S1180,SCH0437,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,client,documented_no_support,,5,,yes,unknown,unknown,unknown,EVD1087,"Device make/model is the target class. Multiple instances of a model are replication, not an orthogonal client-platform contrast; OS/firmware variation is unreported.",high
R1S1181,SCH0437,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,network,documented_no_support,,5,0,yes,unknown,unknown,unknown,EVD1088,The documented version contains only the named single condition for this label view.,high
R1S1182,SCH0437,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,temporal,not_documented,,5,,yes,unknown,unknown,unknown,EVD1087,"A 12-day continuous interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1183,SCH0438,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,client,documented_no_support,,4,,yes,unknown,unknown,unknown,EVD1089,Device identity is the target label; orthogonal OS/firmware/client-stack variation is not reported.,high
R1S1184,SCH0438,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,network,documented_no_support,,4,0,yes,unknown,unknown,unknown,EVD1090,The documented version contains only the named single condition for this label view.,high
R1S1185,SCH0438,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,temporal,not_documented,,4,,yes,unknown,unknown,unknown,EVD1089,"An 11-day interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1186,SCH0439,P48305,DS-PINGPONG-IOT,client,documented_no_support,,17,,yes,unknown,unknown,unknown,EVD1100,Device type is the target class; orthogonal OS/firmware variation is not documented.,high
R1S1187,SCH0439,P48305,DS-PINGPONG-IOT,network,documented_no_support,,17,0,yes,unknown,unknown,unknown,EVD1101,The documented version contains only the named single condition for this label view.,high
R1S1188,SCH0439,P48305,DS-PINGPONG-IOT,temporal,not_documented,,17,,yes,unknown,unknown,unknown,EVD1100,"The campaign spans 51 days, but reporting does not establish that every device class appears in a common pair of dates.",medium
R1S1189,SCH0440,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,client,documented_no_support,,5,,yes,unknown,unknown,unknown,EVD1087,"Device make/model is the target class. Multiple instances of a model are replication, not an orthogonal client-platform contrast; OS/firmware variation is unreported.",high
R1S1190,SCH0440,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,network,documented_no_support,,5,0,yes,unknown,unknown,unknown,EVD1088,The documented version contains only the named single condition for this label view.,high
R1S1191,SCH0440,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,temporal,not_documented,,5,,yes,unknown,unknown,unknown,EVD1087,"A 12-day continuous interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1192,SCH0441,P48305,DS-YOURTHINGS-2019,client,documented_no_support,,4,,yes,unknown,unknown,unknown,EVD1136,Device identity is the target class; orthogonal firmware/OS variation is not documented.,high
R1S1193,SCH0441,P48305,DS-YOURTHINGS-2019,network,documented_no_support,,4,0,yes,unknown,unknown,unknown,EVD1137,The documented version contains only the named single condition for this label view.,high
R1S1194,SCH0441,P48305,DS-YOURTHINGS-2019,temporal,not_documented,,4,,yes,unknown,unknown,unknown,EVD1136,"The 11-day interval is public as daily archives, but per-device common day-pair coverage has not been verified.",medium
R1S1195,SCH0442,P48305,DS-P48305-HOMESNITCH-FLORIDA-2021-RECAPTURE,client,documented_no_support,,15,,yes,unknown,unknown,unknown,EVD0892,Device make/model is the target class; no orthogonal within-class client-stack contrast is documented for the 2021 recapture.,high
R1S1196,SCH0442,P48305,DS-P48305-HOMESNITCH-FLORIDA-2021-RECAPTURE,network,not_documented,,15,,yes,unknown,unknown,unknown,EVD0893,The paper identifies the source team but does not document two separable operational network conditions within the 2021 recapture for every class.,medium
R1S1197,SCH0442,P48305,DS-P48305-HOMESNITCH-FLORIDA-2021-RECAPTURE,temporal,not_documented,,15,,yes,unknown,unknown,unknown,EVD0893,"The recapture supplies one side of a valid cross-dataset 2020-to-2021 evaluation. Within this independently counted 2021 corpus, however, the paper does not document two separable time conditions for every class.",high
R1S1198,SCH0443,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,client,documented_no_support,,7,,yes,unknown,unknown,unknown,EVD1087,"Device make/model is the target class. Multiple instances of a model are replication, not an orthogonal client-platform contrast; OS/firmware variation is unreported.",high
R1S1199,SCH0443,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,network,documented_no_support,,7,0,yes,unknown,unknown,unknown,EVD1088,The documented version contains only the named single condition for this label view.,high
R1S1200,SCH0443,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,temporal,not_documented,,7,,yes,unknown,unknown,unknown,EVD1087,"A 12-day continuous interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1201,SCH0444,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,client,documented_no_support,,15,,yes,unknown,unknown,unknown,EVD1087,"Device make/model is the target class. Multiple instances of a model are replication, not an orthogonal client-platform contrast; OS/firmware variation is unreported.",high
R1S1202,SCH0444,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,network,documented_no_support,,15,0,yes,unknown,unknown,unknown,EVD1088,The documented version contains only the named single condition for this label view.,high
R1S1203,SCH0444,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,temporal,not_documented,,15,,yes,unknown,unknown,unknown,EVD1087,"A 12-day continuous interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1204,SCH0445,P48305,DS-MONIOT-2019,client,documented_no_support,,21,,yes,unknown,unknown,unknown,EVD2242,Device make/model is the target; regional specimens are replication.,high
R1S1205,SCH0445,P48305,DS-MONIOT-2019,network,supported,US laboratory vs UK laboratory,21,21,yes,yes,yes,yes,EVD0902,All 21 retained classes occur in both lab captures; inference is limited to the US-lab/UK-lab composite.,high
R1S1206,SCH0445,P48305,DS-MONIOT-2019,temporal,not_documented,,21,,yes,unknown,unknown,unknown,EVD0904,Both site captures are only dated early 2019; no independently separated temporal pair is established.,medium
R1S1207,SCH0446,P48443,DS-P48443-EXPLAINWF-SHADOW,client,documented_no_support,,98,0,yes,unknown,unknown,unknown,EVD1092,The documented version contains only the named single condition for this label view.,high
R1S1208,SCH0446,P48443,DS-P48443-EXPLAINWF-SHADOW,network,documented_no_support,,98,0,yes,yes,yes,unknown,EVD1094,The documented contrast changes only simulated network parameters and does not establish two qualifying physical network values.,high
R1S1209,SCH0446,P48443,DS-P48443-EXPLAINWF-SHADOW,temporal,documented_no_support,,98,0,yes,unknown,unknown,unknown,EVD1095,Simulation runs do not constitute fresh real-world temporal campaigns; no documented temporal-drift contrast exists.,high
R1S1210,SCH0447,P48443,DS-P48443-EXPLAINWF-LIVE-TOR,client,not_documented,,98,,yes,unknown,unknown,unknown,EVD1091,One named client tool is used; hardware/OS/version variation is not documented sufficiently to establish or exclude multiple stacks.,medium
R1S1211,SCH0447,P48443,DS-P48443-EXPLAINWF-LIVE-TOR,network,not_documented,,98,,yes,unknown,unknown,unknown,EVD1091,"Live Tor introduces path variability, but circuit identities and a common class-addressable path contrast are not available.",medium
R1S1212,SCH0447,P48443,DS-P48443-EXPLAINWF-LIVE-TOR,temporal,not_documented,,98,,yes,unknown,unknown,unknown,EVD1091,Collection dates and per-page temporal grouping are not reported.,medium
R1S1213,SCH0448,P48659,DS-P48659-LONGENOUGH,client,documented_no_support,,100,0,yes,unknown,unknown,unknown,EVD1096,"Parallel namespaces are replications of one client-stack configuration, not distinct platforms.",high
R1S1214,SCH0448,P48659,DS-P48659-LONGENOUGH,network,documented_no_support,,100,0,yes,yes,yes,unknown,EVD1098,The documented contrast changes only synthetic bandwidth settings and does not establish two qualifying physical network values.,high
R1S1215,SCH0448,P48659,DS-P48659-LONGENOUGH,temporal,not_documented,,100,,yes,unknown,unknown,unknown,EVD2271 | EVD2272 | EVD2273,Collection dates and repeated real-world campaigns are not reported.,low
