rq2_design_decision_id,design_id,paper_id,scheme_ids,dimension,outcome,condition_pair,complete_scheme_verified,condition_grouping_before_sample_split,parent_captures_disjoint,condition_status,evidence_ids,decision_basis,confidence
R2D1634,DES0229,P43001,SCH0489,network,documented_holdout,"Fixed source τ1 (China/Ethernet) versus targets τ2 (Korea/Ethernet) and τ3 (USA/Ethernet) for the same 12 websites. | Fixed source τ1 (China/Ethernet) versus targets τ4–τ6 (China Wi-Fi, 4G LTE, and 3G WCDMA) for the same 12 websites.",yes,yes,yes,documented_holdout,EVD1449 | EVD1450 | EVD1451 | EVD1452,Training: About 1.8 million flows for 12 websites are collected across six network environments over 14 days; models train/test in one environment and are then tested separately on the other environments. Testing: About 1.8 million flows for 12 websites are collected across six network environments over 14 days; models train/test in one environment and are then tested separately on the other environments.,high
R2D1635,DES0229,P43001,SCH0489,temporal,documented_no_holdout,One access/location environment trains and the remaining five environments test; the 14-day collection is not partitioned chronologically.,unknown,unknown,unknown,documented_no_holdout,EVD2123,Training: About 1.8 million flows for 12 websites are collected across six network environments over 14 days; models train/test in one environment and are then tested separately on the other environments. Testing: About 1.8 million flows for 12 websites are collected across six network environments over 14 days; models train/test in one environment and are then tested separately on the other environments.,high
R2D1636,DES0230,P43001,SCH0488,client,documented_no_holdout,Application traffic trains in one network environment and tests in five other geographic/access-network environments; the evaluated factor is the network environment rather than a documented client configuration.,unknown,unknown,unknown,documented_no_holdout,EVD0271 | EVD0272,Training: Application flows for six applications are collected in the six environments; a model trained in one environment is tested in the other environments without a temporal ordering. Testing: Application flows for six applications are collected in the six environments; a model trained in one environment is tested in the other environments without a temporal ordering.,high
R2D1637,DES0230,P43001,SCH0488,network,documented_holdout,"Fixed source τ1 (China/Ethernet) versus targets τ2 (Korea/Ethernet) and τ3 (USA/Ethernet) for the same 6 applications. | Fixed source τ1 (China/Ethernet) versus targets τ4–τ6 (China Wi-Fi, 4G LTE, and 3G WCDMA) for the same 6 applications.",yes,yes,yes,documented_holdout,EVD1453 | EVD1454 | EVD1455 | EVD1456,Training: Application flows for six applications are collected in the six environments; a model trained in one environment is tested in the other environments without a temporal ordering. Testing: Application flows for six applications are collected in the six environments; a model trained in one environment is tested in the other environments without a temporal ordering.,high
R2D1638,DES0230,P43001,SCH0488,temporal,documented_no_holdout,One access/location environment trains and the other environments test.,unknown,unknown,unknown,documented_no_holdout,EVD2124,Training: Application flows for six applications are collected in the six environments; a model trained in one environment is tested in the other environments without a temporal ordering. Testing: Application flows for six applications are collected in the six environments; a model trained in one environment is tested in the other environments without a temporal ordering.,high
R2D1639,DES0231,P43001,SCH0487,client,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2574,No client environment determines the partition.,high
R2D1640,DES0231,P43001,SCH0487,network,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2574,Replayed copies do not create an independently collected network condition under the locked coding rule.,high
R2D1641,DES0231,P43001,SCH0487,temporal,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2574,No temporal collection condition determines the partition.,high
R2D1642,DES0232,P44828,SCH0490,client,documented_no_holdout,"Training and testing are formed by a sample-level random, stratified, or cross-validation split without client-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD0299,Training: Nine stratified visit folds within a short campus collection. Testing: Remaining visit fold.,high
R2D1643,DES0232,P44828,SCH0490,network,documented_no_holdout,"Training and testing use a sample-level random, stratified, or cross-validation split without network-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD1482,Training: Nine stratified visit folds within a short campus collection. Testing: Remaining visit fold.,high
R2D1644,DES0232,P44828,SCH0490,temporal,documented_no_holdout,No temporally distinct source/test condition is constructed.,unknown,unknown,unknown,documented_no_holdout,EVD2148,Training: Nine stratified visit folds within a short campus collection. Testing: Remaining visit fold.,high
R2D1645,DES0233,P44828,SCH0491,client,documented_no_holdout,"Training and testing are formed by a sample-level random, stratified, or cross-validation split without client-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD0300,Training: Nine stratified visit folds within a short campus collection. Testing: Remaining visit fold.,high
R2D1646,DES0233,P44828,SCH0491,network,documented_no_holdout,"Training and testing use a sample-level random, stratified, or cross-validation split without network-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD1483,Training: Nine stratified visit folds within a short campus collection. Testing: Remaining visit fold.,high
R2D1647,DES0233,P44828,SCH0491,temporal,documented_no_holdout,No temporally distinct source/test condition is constructed.,unknown,unknown,unknown,documented_no_holdout,EVD2149,Training: Nine stratified visit folds within a short campus collection. Testing: Remaining visit fold.,high
R2D1648,DES0234,P44828,SCH0492,client,documented_no_holdout,"Training and testing are formed by a sample-level random, stratified, or cross-validation split without client-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD0301,Training: Nine monitored folds plus selected unmonitored visits. Testing: One monitored fold plus remaining unmonitored visits.,high
R2D1649,DES0234,P44828,SCH0492,network,documented_no_holdout,"Training and testing use a sample-level random, stratified, or cross-validation split without network-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD1484,Training: Nine monitored folds plus selected unmonitored visits. Testing: One monitored fold plus remaining unmonitored visits.,high
R2D1650,DES0234,P44828,SCH0492,temporal,documented_no_holdout,No temporally distinct source/test condition is constructed.,unknown,unknown,unknown,documented_no_holdout,EVD2150,Training: Nine monitored folds plus selected unmonitored visits. Testing: One monitored fold plus remaining unmonitored visits.,high
R2D1651,DES0235,P45261,SCH0493,client,documented_no_holdout,"The documented device, operating-system, browser, or application property is the output label rather than an orthogonal client condition.",unknown,unknown,unknown,documented_no_holdout,EVD0307,Training: Eight sample parts per downstream dataset. Testing: One sample part from the same dataset.,high
R2D1652,DES0235,P45261,SCH0493,network,documented_no_holdout,"Training and testing use a sample-level random, stratified, or cross-validation split without network-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD1489,Training: Eight sample parts per downstream dataset. Testing: One sample part from the same dataset.,high
R2D1653,DES0235,P45261,SCH0493,temporal,documented_no_holdout,No temporally distinct source/test condition is constructed.,unknown,unknown,unknown,documented_no_holdout,EVD2154,Training: Eight sample parts per downstream dataset. Testing: One sample part from the same dataset.,high
R2D1654,DES0236,P48758,SCH0495,client,documented_no_holdout,Classifier fitting and final testing use the same reported client condition.,unknown,unknown,unknown,documented_no_holdout,EVD0443,Training: Remaining monitored and open-world HTTPS-only training samples. Testing: Ten held-out samples for each monitored video plus unmonitored HTTPS-only test samples.,high
R2D1655,DES0236,P48758,SCH0495,network,not_documented,The evaluated paper does not report assignable network-condition membership and grouping for classifier fitting and final testing.,unknown,unknown,unknown,not_documented,EVD1626,Training: Remaining monitored and open-world HTTPS-only training samples. Testing: Ten held-out samples for each monitored video plus unmonitored HTTPS-only test samples.,high
R2D1656,DES0236,P48758,SCH0495,temporal,not_documented,Temporal grouping or condition dates are not reported.,unknown,unknown,unknown,not_documented,EVD2274,Training: Remaining monitored and open-world HTTPS-only training samples. Testing: Ten held-out samples for each monitored video plus unmonitored HTTPS-only test samples.,high
R2D1657,DES0237,P48758,SCH0494,client,documented_no_holdout,One AWS geographic collection vantage trains and a different AWS vantage tests across directed pairs; the evaluated factor is network/geographic vantage rather than a documented client configuration.,unknown,unknown,unknown,documented_no_holdout,EVD0445 | EVD0446,Training: 70 HTTPS-only visits per video from the source AWS region. Testing: 10 HTTPS-only visits per video from a different AWS target region.,high
